"gene_id","gene_name","gene_biotype","baseMean","log2FoldChange","pvalue","padj","direction"
"ENSG00000136235","GPNMB","protein_coding",2954.38712861261,-1.0020769755639,0.00529050826247777,0.0319550737609583,"Higher_in_TNBC"
"ENSG00000109534","GAR1","protein_coding",459.023219774541,-0.942007191476524,0.00531242681268867,0.0320670645813598,"Higher_in_TNBC"
"ENSG00000156467","UQCRB","protein_coding",2175.61559844006,-1.11906980360636,0.00531655008015962,0.0320715648101115,"Higher_in_TNBC"
"ENSG00000134717","BTF3L4","protein_coding",1344.57089180174,-0.88541785205731,0.00532992869240053,0.0321420596597924,"Higher_in_TNBC"
"ENSG00000102908","NFAT5","protein_coding",3645.2633188652,-0.556841481410087,0.00534942222785089,0.032228911201424,"Higher_in_TNBC"
"ENSG00000167522","ANKRD11","protein_coding",28709.7712255621,-0.712834724689041,0.00536255148597125,0.0322977648964776,"Higher_in_TNBC"
"ENSG00000254726","MEX3A","protein_coding",7773.01121628591,-1.60217389811895,0.00537225500153177,0.0323459487885505,"Higher_in_TNBC"
"ENSG00000204710","SPDYC","protein_coding",17.1565520570874,-2.13518217984599,0.00537451417309637,0.0323492944998732,"Higher_in_TNBC"
"ENSG00000116120","FARSB","protein_coding",1835.71836077642,-0.608617487017273,0.00539616555954851,0.0324590383198689,"Higher_in_TNBC"
"ENSG00000074657","ZNF532","protein_coding",3334.00890919805,-0.537006137393852,0.00541892118137243,0.0325855963376385,"Higher_in_TNBC"
"ENSG00000187068","C3orf70","protein_coding",304.004825198753,-1.26869793389217,0.0054225148605957,0.0325968842047206,"Higher_in_TNBC"
"ENSG00000008118","CAMK1G","protein_coding",26.4033935323179,-1.77286971682017,0.00542557763442522,0.0326049744549794,"Higher_in_TNBC"
"ENSG00000121579","NAA50","protein_coding",1947.06679306021,-1.21188102407522,0.00545228675393704,0.0327344057721354,"Higher_in_TNBC"
"ENSG00000196924","FLNA","protein_coding",76867.5575651058,-1.32109834678139,0.0054611603780616,0.0327669622683696,"Higher_in_TNBC"
"ENSG00000138670","RASGEF1B","protein_coding",641.879044143832,-0.807378531883771,0.00546425874344583,0.0327751969482111,"Higher_in_TNBC"
"ENSG00000221963","APOL6","protein_coding",6247.05744998,-1.23734525992956,0.00548572082903648,0.0328935391674779,"Higher_in_TNBC"
"ENSG00000075391","RASAL2","protein_coding",2425.21101611175,-0.808761970199569,0.00554804176673791,0.0331938604758516,"Higher_in_TNBC"
"ENSG00000162959","MEMO1","protein_coding",2062.45920084653,-0.92334691799808,0.00556671106980997,0.0332664732154501,"Higher_in_TNBC"
"ENSG00000112365","ZBTB24","protein_coding",970.008938785295,-0.532600247555161,0.00558654954942956,0.033361187403669,"Higher_in_TNBC"
"ENSG00000116670","MAD2L2","protein_coding",2077.36528161523,-1.14439508391204,0.00560344562503854,0.0334160848403448,"Higher_in_TNBC"
"ENSG00000166037","CEP57","protein_coding",1783.68296628244,-0.701119264596199,0.00561168444556821,0.0334167098216809,"Higher_in_TNBC"
"ENSG00000141562","NARF","protein_coding",3867.26223723861,-0.868484015715608,0.00562510248653086,0.0334861116674674,"Higher_in_TNBC"
"ENSG00000186517","ARHGAP30","protein_coding",2100.92051652236,-0.960931192928081,0.00563744437678384,0.0335385553618813,"Higher_in_TNBC"
"ENSG00000107130","NCS1","protein_coding",1160.87791026741,-1.10504220021101,0.00566526872678262,0.0336619064836051,"Higher_in_TNBC"
"ENSG00000146731","CCT6A","protein_coding",4898.81184301271,-1.181347302322,0.00566508388637312,0.0336619064836051,"Higher_in_TNBC"
"ENSG00000196839","ADA","protein_coding",1476.21500620853,-0.54250999821776,0.00566925285352476,0.033675042755219,"Higher_in_TNBC"
"ENSG00000157322","CLEC18A","protein_coding",358.289492664539,-1.19827712667774,0.0056776455114068,0.0337143490499109,"Higher_in_TNBC"
"ENSG00000048028","USP28","protein_coding",858.543165666387,-0.977691732374615,0.00568103056595261,0.0337239044849766,"Higher_in_TNBC"
"ENSG00000188994","ZNF292","protein_coding",7897.57930917008,-0.980403733818821,0.00570186035199845,0.0338158426247503,"Higher_in_TNBC"
"ENSG00000100629","CEP128","protein_coding",721.092822992205,-0.928111599365911,0.00572399804915455,0.0339153581758018,"Higher_in_TNBC"
"ENSG00000118503","TNFAIP3","protein_coding",1195.41044189118,-1.0162903044793,0.00574313081008368,0.0339968996519605,"Higher_in_TNBC"
"ENSG00000108010","GLRX3","protein_coding",924.918706620662,-0.519768875092901,0.00575412299520244,0.0340127522323678,"Higher_in_TNBC"
"ENSG00000109756","RAPGEF2","protein_coding",760.360627589605,-0.619501464606861,0.00577445507158775,0.03411851331968,"Higher_in_TNBC"
"ENSG00000139263","LRIG3","protein_coding",538.92380899711,-1.17996136151609,0.00579839468459969,0.0342493048399839,"Higher_in_TNBC"
"ENSG00000164933","SLC25A32","protein_coding",954.822255340288,-1.12005188063042,0.00581870221576889,0.034358568121098,"Higher_in_TNBC"
"ENSG00000149503","INCENP","protein_coding",1458.1331024057,-0.880328701416078,0.00586739821926538,0.0346030721067856,"Higher_in_TNBC"
